,Unnamed: 0,PubMedID,Title,Abstract,Label
1408,1408,7590680,The role of transjugular intrahepatic portosystemic shunt for treatment of portal hypertension and its complications: a conference sponsored by the National Digestive Diseases Advisory Board,"TIPS is a new and exciting modality for treatment of portal hypertension and its complications. Indications for TIPS remain to be better defined in terms of efficacy and cost-benefit in relationship to other established modes of therapy of portal hypertension. Prospective, randomized controlled trials are needed for these comparisons. Until the role of TIPS in the routine management of the complications of portal hypertension is better defined, TIPS should be used only in situations in which conventional medical and endoscopic therapies have failed.",0
487,487,1623916,Dose proportionality study of loperamide following oral administration of loperamide oxide,"The pharmacokinetics of loperamide, after oral administration of increasing doses (1 to 16 mg) of loperamide oxide, has been investigated in 10 healthy male volunteers, using a randomised cross-over design. Comparison of the maximum plasma loperamide concentration and AUC demonstrated that the bioavailability of loperamide was proportional to the dose of loperamide oxide administered. ",0
2592,2592,12774003,Propranolol plus placebo versus propranolol plus isosorbide-5-mononitrate in the prevention of a first variceal bleed: a double-blind RCT,"Nonselective beta-blockers are very effective in preventing first variceal bleeding in patients with cirrhosis. Treatment with isosorbide-5-mononitrate (IS-MN) plus propranolol achieves a greater reduction in portal pressure than propranolol alone. The present multicenter, prospective, double-blind, randomized, controlled trial evaluated whether combined drug therapy could be more effective than propranolol alone in preventing variceal bleeding. A total of 349 consecutive cirrhotic patients with gastroesophageal varices were randomized to receive propranolol + placebo (n = 174) or propranolol + IS-MN (n = 175). There were no significant differences in the 1- and 2-year actuarial probability of variceal bleeding between the 2 groups (propranolol + placebo, 8.3% and 10.6%; propranolol + IS-MN, 5% and 12.5%). The only independent predictor of variceal bleeding was a variceal size greater than 5 mm. However, among patients with varices greater than 5 mm (n = 196), there were no significant differences in the incidence of variceal bleeding between the 2 groups. Survival was also similar. Adverse effects were significantly more frequent in the propranolol + IS-MN group due to a greater incidence of headache. There were no significant differences in the incidence of new-onset or worsening ascites or in impairment of renal function. In conclusion, propranolol effectively prevents variceal bleeding. Adding IS-MN does not further decrease the low residual risk of bleeding in patients receiving propranolol. However, the long-term use of this combination drug therapy is safe and may be an alternative in clinical conditions associated with a greater risk of bleeding.",0
114,114,594301,Localised nodular myositis: a clinical and pathological variant of polymyositis,"""Three cases of a painful, inflammatory, nodular myopathy in young and middle-aged adult males are described. In two of the cases the nodular process gradually evolved into a diffuse proximal myopathy accompanied by dysphagia, and manifesting the so-called """"facioscapulohumeral syndrome"""". The electromyogram (EMG) in all three cases was """"myopathic"""" in type and in two cases abnormalities consistent with an inflammatory muscle disorder were seen. Muscle biopsy revealed a consistent pattern of intense, predominantly interstitial, pleomorphic infiltration of muscle with scattered foci of muscle fibre destruction and regeneration, which resembled muscle infarcts. It is suggested that this syndrome, whilst readily recognizable from both the clinical and pathological standpoints, is not a nosological entity in its own right but rather an unusual presentation of polymyositis. """,0
10721,10721,15500418,Risks of testosterone replacement therapy in ageing men,"Testosterone has been available to practitioners for several decades. However, testosterone prescriptions have increased in recent years partly because of the introduction of newer delivery systems that are topical and have good bioavailability. In the US alone, approximately 2 million prescriptions for testosterone were written in 2002. This represents a 30% increase from 2001 and a 170% increase from 1999. There has also been a 500% increase in prescription sales in the past 10 years. The rise in prescriptions may be in part due to the increasing recognition of hypogonadism in ageing males or andropause. Treatment relating to hypogonadism has relieved symptoms and improved the quality of life of many individuals. Epidemiological studies point toward an association with increased morbidity and mortality, with low testosterone states in ageing males. For example, there is a higher prevalence of depression, coronary heart disease, osteoporosis, fracture rates, frailty and even dementia with low testosterone states. Recently, there have been some concerns raised regarding the long-term safety of testosterone replacement therapy (TRT) from the Institute of Medicine. Current evidence suggests no causal relationship between prostate cancer and physiological dosing of testosterone, especially with careful selection and monitoring of patients. Cardiovascular risks have, overall, been neutral, although suggestions have been made that there are positive vasodilatory properties with testosterone. Mild eythrocytosis can be a common side effect of TRT, but thromboembolic events have rarely been reported in the literature. This paper addresses the evidence to date regarding the safety aspects of TRT. The medical-legal implications of TRT for men at this point in time is also discussed.",1
2882,2882,15235977,Continuous epidural infusion for postoperative mechanical ventilation,"We evaluated in analgesic and sedative effects of continuous epidural infusion of two analgesic regimens in ventilated patients following esophagectomy. Forty-six patients, divided into two treatment groups, received postoperative continuous epidural infusion of morphine, or that of a combination of bupivacaine and morphine. Assessments were made with the following indices: pain relief score, somnolence score, patient ventilator coordination score, and the number of supplemental administrations of analgesics and sedatives. No significant differences occurred in somnolence scores or patient ventilator coordination scores between the two groups, which revealed satisfactory sedation for mechanical ventilation. Patients receiving the combination of bupivacaine and morphine had significantly less pain postoperatively, requiring a smaller number of supplemental administrations of analgesics and sedatives ( P < 0.05). It is concluded that: 1) continuous epidural infusion of analgesics gives potent analgesia and sedation of ventilated patients following esophagectomy; 2) the combination of bupivacaine and morphine gives pain relief superior to morphine alone. ",0
6971,6971,31475793,Antithrombotic Therapy for Atrial Fibrillation with Stable Coronary Disease,"BACKGROUND: There are limited data from randomized trials evaluating the use of antithrombotic therapy in patients with atrial fibrillation and stable coronary artery disease. METHODS: In a multicenter, open-label trial conducted in Japan, we randomly assigned 2236 patients with atrial fibrillation who had undergone percutaneous coronary intervention (PCI) or coronary-artery bypass grafting (CABG) more than 1 year earlier or who had angiographically confirmed coronary artery disease not requiring revascularization to receive monotherapy with rivaroxaban (a non-vitamin K antagonist oral anticoagulant) or combination therapy with rivaroxaban plus a single antiplatelet agent. The primary efficacy end point was a composite of stroke, systemic embolism, myocardial infarction, unstable angina requiring revascularization, or death from any cause; this end point was analyzed for noninferiority with a noninferiority margin of 1.46. The primary safety end point was major bleeding, according to the criteria of the International Society on Thrombosis and Hemostasis; this end point was analyzed for superiority. RESULTS: The trial was stopped early because of increased mortality in the combination-therapy group. Rivaroxaban monotherapy was noninferior to combination therapy for the primary efficacy end point, with event rates of 4.14% and 5.75% per patient-year, respectively (hazard ratio, 0.72; 95% confidence interval [CI], 0.55 to 0.95; P<0.001 for noninferiority). Rivaroxaban monotherapy was superior to combination therapy for the primary safety end point, with event rates of 1.62% and 2.76% per patient-year, respectively (hazard ratio, 0.59; 95% CI, 0.39 to 0.89; P?=?0.01 for superiority). CONCLUSIONS: As antithrombotic therapy, rivaroxaban monotherapy was noninferior to combination therapy for efficacy and superior for safety in patients with atrial fibrillation and stable coronary artery disease. (Funded by the Japan Cardiovascular Research Foundation; AFIRE UMIN Clinical Trials Registry number, UMIN000016612; and ClinicalTrials.gov number, NCT02642419.).",0
3258,3258,17202453,Dopamine agonists and the risk of cardiac-valve regurgitation,"BACKGROUND: Case reports and echocardiographic studies suggest that the ergot-derived dopamine agonists pergolide and cabergoline, used in the treatment of Parkinson's disease and the restless legs syndrome, may increase the risk of cardiac-valve regurgitation. METHODS: We used data from the United Kingdom General Practice Research Database to identify a population-based cohort comprising 11,417 subjects 40 to 80 years of age who were prescribed antiparkinsonian drugs between 1988 and 2005. We conducted a nested case-control analysis within this cohort in which each patient with newly diagnosed cardiac-valve regurgitation was matched with up to 25 control subjects from the cohort, according to age, sex, and year of entry into the cohort. Incidence-rate ratios for cardiac-valve regurgitation with the use of different dopamine agonists were estimated by conditional logistic-regression analysis. RESULTS: Of 31 case patients with newly diagnosed cardiac-valve regurgitation, 6 were currently exposed to pergolide, 6 were currently exposed to cabergoline, and 19 had not been exposed to any dopamine agonist within the previous year. The rate of cardiac-valve regurgitation was increased with current use of pergolide (incidence-rate ratio, 7.1; 95% confidence interval [CI], 2.3 to 22.3) and cabergoline (incidence-rate ratio, 4.9; 95% CI, 1.5 to 15.6), but not with current use of other dopamine agonists. CONCLUSIONS: In this study, use of the dopamine agonists pergolide and cabergoline was associated with an increased risk of newly diagnosed cardiac-valve regurgitation.",0
8910,8910,7734010,Effect of lovastatin on early carotid atherosclerosis and cardiovascular events. Asymptomatic Carotid Artery Progression Study (ACAPS) Research Group,"""BACKGROUND: HMG CoA reductase inhibitors (or statins), a new class of lipid-lowering compounds, have raised expectations for more widespread use than that of the older lipid-lowering drugs. Not only are they more effective in lowering LDL cholesterol, but they are better tolerated as well. No data exist concerning the effect of statins on early carotid atherosclerosis and clinical events in men and women who have moderately elevated LDL cholesterol levels but are free of symptomatic cardiovascular disease. METHODS AND RESULTS: Lovastatin (20 to 40 mg/d) or its placebo was evaluated in a double-blind, randomized clinical trial with factorial design along with warfarin (1 mg/d) or its placebo. This report is limited to the lovastatin component of the trial. Daily aspirin (81 mg/d) was recommended for everyone. Enrollment included 919 asymptomatic men and women, 40 to 79 years old, with early carotid atherosclerosis as defined by B-mode ultrasonography and LDL cholesterol between the 60th and 90th percentiles. The 3-year change in mean maximum intimal-medial thickness (IMT) in 12 walls of the carotid arteries was the primary outcome; change in single maximum IMT and incidence of major cardiovascular events were secondary outcomes. LDL cholesterol fell 28%, from 156.6 mg/dL at baseline to 113.1 mg/dL at 6 months (P < .0001), in the lovastatin groups and was largely unchanged in the lovastatin-placebo groups. Among participants not on warfarin, regression of the mean maximum IMT was seen after 12 months in the lovastatin group compared with the placebo group; the 3-year difference was statistically significant (P = .001). A larger favorable effect of lovastatin was observed for the change in single maximum IMT but was not statistically significant (P = .12). Five lovastatin-treated participants suffered major cardiovascular events--coronary heart disease mortality, nonfatal myocardial infarction, or stroke--versus 14 in the lovastatin-placebo groups (P = .04). One lovastatin-treated participant died, compared with eight on lovastatin-placebo (P = .02). CONCLUSIONS: In men and women with moderately elevated LDL cholesterol, lovastatin reverses progression of IMT in the carotid arteries and appears to reduce the risk of major cardiovascular events and mortality. Results from ongoing large-scale clinical trials may further establish the clinical benefit of statins.""",1
1199,1199,6276746,Effect of the fluoride/calcium regimen on vertebral fracture occurrence in postmenopausal osteoporosis. Comparison with conventional therapy,"We assessed the rates of vertebral fracture in patients with postmenopausal osteoporosis. Forty-five patients were not treated (91 person-years of observation); 59 were treated conventionally, with calcium (alone or combined with estrogen) or vitamin D or both (218 years); and 61 were treated with sodium fluoride combined with conventional therapy (251 years). The fracture rate (per thousand person-years) was 834 in untreated patients, 419 in those given calcium with or without vitamin D, 304 in those given fluoride and calcium with or without vitamin D, 181 in those given estrogen and calcium with or without vitamin D, and 53 in those given fluoride, estrogen, and calcium with or without vitamin D. It was reduced in all treatment groups (P less than 0.001 for calcium and P less than 1 x 10(-6) for other combinations); fluoride (one years of treatment) and estrogen (but not vitamin D) independently reduced the rate from that observed with calcium alone (P less than 0.001). The combination of calcium fluoride, and estrogen was more effective than any other combination (P less than 0.001). These results provide grounds for optimism about the efficacy of combinations of available agents with sodium fluoride for fracture in postmenopausal osteoporosis.",0
3572,3572,18325717,Esophageal foreign body sensation: a rare presentation of angioedema,"Angioedema remains a rare but potentially life-threatening complication of angiotensin-converting enzyme (ACE) inhibitor use. Most presentations involve edema of the tongue or oral pharynx. However, in recent years, a visceral form involving the gastrointestinal tract also has been described. We present the case of a rare presentation of esophageal and retropharyngeal edema related to ACE inhibitor use. A review of ACE inhibitor-related angioedema is also presented. ",0
2961,2961,15791608,Impact of hepatitis C on health related quality of life: a systematic review and quantitative assessment,"Hepatitis C virus (HCV) diminishes health related quality of life (HRQOL), and it is now common to measure HRQOL in clinical trials. We sought to summarize the HRQOL data in HCV, and to establish the minimally clinically important difference (MCID) in HRQOL scores in HCV. We performed a systematic review to identify relevant studies, and converted HRQOL data from each study into clinically interpretable statistics. An expert panel used a modified Delphi technique to estimate the MCID in HCV. We found that patients with HCV scored lower than controls across all scales of the SF-36. Patients achieving sustained virological response (SVR) scored higher across all scales versus patients without SVR, especially in the physical health domains. HRQOL differences did not correspond with differences in liver histology or ALT levels. Based upon the published data, the expert panel concluded that the SF-36 vitality scale was most relevant in patients with HCV, and generated a mean MCID of 4.2 points on this scale. In conclusion, patients with HCV have a clinically significant decrement in HRQOL versus controls, and physical HRQOL improves in patients achieving SVR but not in those without SVR. The data further suggest that traditional outcomes fail to capture the full spectrum of illness related to chronic HCV. A difference of 4.2 points on the SF-36 vitality scale can be used as an estimate of the MCID in HCV, and this value may be used as the basis for power calculations in clinical trials evaluating HRQOL. Supplementary material for this article can be found on the HEPATOLOGY website (http://www.interscience.wiley.com/jpages/0270-9139/suppmat/index.html).",0
3534,3534,18318762,Outcome of BEAM-autologous and BEAM-alemtuzumab allogeneic transplantation in relapsed advanced stage follicular lymphoma,"The role of haematopoietic stem cell transplantation (HSCT) in relapsed follicular lymphoma remains controversial. This study analysed 126 patients with relapsed, advanced stage follicular lymphoma who received BEAM (BCNU [carmustine], cytarabine, etoposide, melphalan)-alemtuzumab allogeneic HSCT (BEAM-allo) (n = 44) or BEAM-autologous HSCT (BEAM-auto) (n = 82). The BEAM-allo group had a younger median age (48 years vs. 56 years, P < 0.001) but received a higher median number of therapies pretransplant (P = 0.015) compared with the BEAM-auto group. There was a higher non-relapse mortality (NRM) in the BEAM-allo group compared with the BEAM-auto group at 1 year (20% vs. 2%, P = 0.001). Older age and heavily pretreated patients were associated with a higher NRM and poorer survival in the BEAM-allo group. There was, however, a significantly lower relapse rate (20% vs. 43%, P = 0.01) at 3 years with BEAM-alemtuzumab, with no relapses after 2 years, compared with a continued pattern of relapse in the autologous group. No difference in overall survival (OS) (P = 0.99) or disease-free survival (DFS) (P = 0.90) was identified at 3 years, whereas a plateau in OS and DFS with crossing of the survival curves in favour of BEAM-allo group was observed. Furthermore, the ability to re-induce remissions with donor leucocytes provides additional benefit in favour of allogeneic HSCT. ",0
3974,3974,19575366,Individualized treatment strategy according to early viral kinetics in hepatitis C virus type 1-infected patients,"Individualized treatment on the basis of early viral kinetics has been discussed to optimize antiviral therapy in chronic hepatitis C virus (HCV) infection. Individually tailored reduction in treatment duration in HCV type 1-infected patients represents one possible strategy. Four hundred thirty-three patients were randomly assigned to receive either 1.5 microg/kg peginterferon alfa-2b weekly plus 800-1,400 mg ribavirin daily for 48 weeks (n = 225, group A) or an individually tailored treatment duration (18-48 weeks; n = 208, group B). In the latter group, treatment duration was calculated using the time required to induce HCV RNA negativity (branched DNA [bDNA] assay; sensitivity limit, 615 IU/mL) multiplied by the factor 6. All bDNA negative samples were retested with the more sensitive transcription-mediated amplification (TMA) assay (sensitivity limit, 5.3 IU/mL). Sustained virologic response (SVR) rates were significantly lower in group B (34.6% versus 48.0% [P = 0.005]) due to higher relapse rates (32.7% versus 14.2% [P< 0.0005]). Important predictors of response were the levels of baseline viremia as well as the time to TMA negativity on treatment. Taking the simultaneous presence of low baseline viral load (<800,000 IU/mL) and a negative TMA test within the first 4 weeks as predictors for treatment response, SVR rates were comparable between both treatment schedules with an SVR probability of >80% obtained in patients treated for only 18 or 24 weeks. CONCLUSION: The individualized treatment strategy according to time to bDNA negativity failed to provide comparable efficacy compared with the standard of care. The inferiority of the individualized protocol may be explained by the use of a less sensitive HCV RNA assay, and also by underestimation of the importance of baseline viremia.",0
8131,8131,4061998,Gastrotomy--a surgical approach to iron overdose,"""Emesis and lavage often are ineffective in providing complete emptying of the stomach after an ingestion. With a locally corrosive and systemically toxic agent such as iron, surgical intervention with emergency gastrotomy may be required. We recently treated a 19-year-old man in the ED and in the departments of surgery and medicine who required a gastrotomy to remove a large amount of elemental iron inaccessible to removal by emesis, lavage, or gastroscopy. At gastrotomy the stomach showed full-thickness inflammation; the entire mucosal surface was hemorrhagic in nature. Gastrotomy was successful in allowing the removal of a large amount of the retained corrosive material. The severity of the findings at gastrotomy and the dramatic clinical improvement and recovery in our patient strongly support this approach if traditional methods fail.""",1
2081,2081,10218251,Acupuncture as a treatment modality for back problems,"Concepts of acupuncture in traditional Chinese medicine are presented for clarity and contrast to Western medical concepts. Various acupuncture techniques and methods are discussed including dry needling, electroacupuncture, acupuncture using hypodermic needles, and injecting various solutions into the acupuncture sites. Potential complications and precautions are also presented. A type of chronic back pain is discussed that is possibly associated with a radiculopathically induced, hypersensitivity myofascial syndrome that presents as a fibromyalgia-like syndrome. Effective acupuncture treatment for the described chronic fibromyalgia-like syndrome is discussed. ",0
1209,1209,6352448,A prospective randomized study of two sclerotherapy techniques for esophageal varices,"In a study designed to compare the efficacy and safety of two techniques of injection sclerotherapy, 40 patients (30 with cirrhosis and 10 with portal vein block) were randomly allocated to the sheath or free-hand technique. Although the former was associated with significantly less bleeding within the first 24 hr of injection (p less than 0.05) but more postinjection pain (p less than 0.05) and esophageal stricture, there was a trend toward earlier obliteration of varices. This was most marked over the first three courses of injection, and although frequency of rebleeding was not significantly less, none of the 11 episodes in the sheath group were fatal, compared to 5 of 15 bleeds in those injected by the free-hand technique (p less than 0.05).",0
10270,10270,12691611,Liver failure caused by herpes simplex virus thymidine kinase plus ganciclovir therapy is associated with mitochondrial dysfunction and mitochondrial DNA depletion,"Herpes simplex virus thymidine kinase (HSV-tk) converts ganciclovir (GCV) into an active compound, which can be incorporated into DNA molecules and terminate DNA synthesis. Gene transfer of HSV-tk followed by GCV administration has been used with success to treat experimental cancer and this strategy has entered into clinical trials. Although it is thought that the cytotoxic effect occurs mainly in tumoral dividing cells, where mitotic activity favors integration of the genotoxic compound into nuclear DNA, there are concerns of potential damage to normal nondividing cells. In the present work we have explored the mechanisms of HSV-tk/GCV toxicity and in particular whether this therapy may cause lesions of mitochondrial DNA (mtDNA) and mitochondrial dysfunction. We found that the administration of GCV to rats injected with adenovirus encoding HSV-tk induced hepatocellular damage characterized by the presence of apoptotic bodies, ballooning of hepatocytes, and severe hepatic steatosis with mitochondria enlargement and cristae dissolution at the ultrastructural level. Remarkably, Southern blot analysis showed substantial reduction in the amount of mtDNA in the liver. Using radiolabeled GCV we could demonstrate incorporation of this compound into both nuclear and mtDNA in HSV-tk-transduced rat hepatocytic cell line MCA-RH7777 and subsequent alteration of mitochondrial function. Our observations confirm that GCV can damage both nuclear and mtDNA in cells transduced with HSV-tk and that this effect could be responsible for severe mitochondrial dysfunction and toxicity in normal nondividing cells. These data are relevant for the design of clinical trials using adenoviral vectors encoding HSV-tk.",1
4779,4779,24047455,Effects of bracing in adolescents with idiopathic scoliosis,"BACKGROUND: The role of bracing in patients with adolescent idiopathic scoliosis who are at risk for curve progression and eventual surgery is controversial. METHODS: We conducted a multicenter study that included patients with typical indications for bracing due to their age, skeletal immaturity, and degree of scoliosis. Both a randomized cohort and a preference cohort were enrolled. Of 242 patients included in the analysis, 116 were randomly assigned to bracing or observation, and 126 chose between bracing and observation. Patients in the bracing group were instructed to wear the brace at least 18 hours per day. The primary outcomes were curve progression to 50 degrees or more (treatment failure) and skeletal maturity without this degree of curve progression (treatment success). RESULTS: The trial was stopped early owing to the efficacy of bracing. In an analysis that included both the randomized and preference cohorts, the rate of treatment success was 72% after bracing, as compared with 48% after observation (propensity-score-adjusted odds ratio for treatment success, 1.93; 95% confidence interval [CI], 1.08 to 3.46). In the intention-to-treat analysis, the rate of treatment success was 75% among patients randomly assigned to bracing, as compared with 42% among those randomly assigned to observation (odds ratio, 4.11; 95% CI, 1.85 to 9.16). There was a significant positive association between hours of brace wear and rate of treatment success (P<0.001). CONCLUSIONS: Bracing significantly decreased the progression of high-risk curves to the threshold for surgery in patients with adolescent idiopathic scoliosis. The benefit increased with longer hours of brace wear. (Funded by the National Institute of Arthritis and Musculoskeletal and Skin Diseases and others; BRAIST ClinicalTrials.gov number, NCT00448448.).",0
13394,13394,24499058,Monitoring of 29 weight loss compounds in foods and dietary supplements by LC-MS/MS,"""Because of the rapid growth in dietary supplement availability and public concern for weight control, the investigation of foods and various dietary supplements illegally adulterated with weight loss compounds has become increasingly important. A total of 29 weight loss compounds, including sennoside, sibutramine, ephedrine and their analogues, found to be adulterated in foods and dietary supplements were simultaneously examined by LC-MS/MS. The 188 samples were collected between 2009 and 2012 in South Korea, and method validation was performed to determine the adulterants to the weight loss compounds. LODs, LOQs and linearity ranged from 0.03 to 7.5 ng ml??, from 0.08 to 30.00 ng ml??, and from 0.990 to 0.999, respectively. The results showed that nine weight loss compounds, namely bisacodyl, desmethylsibutramine, didesmethylsibutramine, ephedrine, fluoxetine, pseudoephedrine, sennoside A, sennoside B and sibutramine, were detected in 62 of all collected samples and were found in order of frequency as follows: sibutramine, 25.7%; sennoside A, 22.9%; sennoside B, 20.0%; fluoxetine, 8.6%; desmethylsibutramine, 7.1%; bisacodyl, ephedrine, and pseudoephedrine, 4.3%; and didesmethylsibutramine, 2.9%. Sibutramine, which was the most frequently found adulterant, ranged in levels from 0.03 to 132.40 mg g?? (2010), from 0.88 to 76.2 mg g?? (2011), and from 0.07 to 0.24 mg g?? (2012). Although the concentrations of most compounds ranged widely, some compounds such as bisacodyl and fluoxetine were found at high concentrations in several samples.""",1
12561,12561,22030947,"Effects of 1,3-dimethylamylamine and caffeine alone or in combination on heart rate and blood pressure in healthy men and women","BACKGROUND: The use of 1,3-dimethylamylamine (geranamine), alone and in combination with caffeine, is becoming widespread within the dietary supplement industry. To our knowledge, no data are available concerning the effects of oral geranamine intake on heart rate (HR) and blood pressure in individuals. METHODS: Ten young healthy men and women ingested 1 of 5 conditions on different days using a double-blind, randomized, crossover design. The following were ingested after a 10-hour overnight fast: 250 mg caffeine (C), 50 mg geranamine (G 50 mg), 75 mg geranamine (G 75 mg), 250 mg caffeine + 50 mg geranamine (C + G 50 mg), and 250 mg caffeine + 75 mg geranamine (C + G 75 mg). Heart rate, systolic blood pressure (SBP), diastolic blood pressure (DBP), and rate pressure product (RPP) were measured pre-ingestion and at 30, 60, 90, and 120 minutes post-ingestion. Plasma norepinephrine (NE) and epinephrine (EPI) were measured pre-ingestion and at 60 and 120 minutes post-ingestion. RESULTS: Heart rate was unaffected by treatment, but blood pressure and RPP were higher with geranamine, generally in a dose-dependent manner. The peak percent change from pre-ingestion in SBP (~20%), DBP (~17%), and RPP (~9%) was noted with C + G 75 mg at 60 minutes post-ingestion. Plasma NE and EPI were relatively unaffected by treatment. CONCLUSION: We report for the first time that acute ingestion of 1,3-dimethylamylamine alone and in combination with caffeine results in an increase in SBP, DBP, and RPP without an increase in HR. The largest increase is observed at 60 minutes post-ingestion of C + G 75 mg. These changes cannot be explained by circulating NE and EPI.",1
2723,2723,15058525,Infliximab: lack of efficacy on perforating complications in Crohn's disease,"Infliximab (Remicade), a chimeric monoclonal antibody against tumor necrosis factor alpha (TNF-alpha), has emerged as promising therapeutic option in perianal fistulizing Crohn's disease (CD). However, little knowledge exists about its use for the treatment of internal fistulas in CD. We present our experience with infliximab in this situation. Four patients with CD who had internal fistulas (Case 1: entero-enteral and entero-abdominal; Case 2: entero-enteral; Case 3: entero-enteral and parastomal; Case 4: entero-vesical) were treated with 3 infusions of infliximab (5 mg/kg body weight) with intervals of 2 and 4 weeks. In addition, 3 patients had strictures and 2 patients had perianal fistulas. After the three infusions of infliximab (5 mg/kg body weight), internal fistulas remained unchanged in all patients. The perianal fistulas present in 2 cases were healed. Administration of infliximab was safe and well tolerated in all cases. Treatment with 3 infusions of infliximab (5 mg/kg body weight) led to healing of only the perianal fistulas, whereas the internal fistulas were not influenced. We conclude that in these 4 cases, infliximab was well tolerated but not effective for the management of internal fistulas and was no alternative for surgery. ",0
5953,5953,28078868,Minoxidil dose response study in female pattern hair loss patients determined to be non-responders to 5% topical minoxidil,"Topical minoxidil is the only US FDA approved drug for the treatment of female pattern hair loss (FPHL). 5% minoxidil foam is only effective at re-growing hair in a minority of women (approximately 40%). Thus, the majority of FPHL patients remain untreated. Previously, we demonstrated that nonresponders to 5% minoxidil have low metabolism of minoxidil in hair follicles. As such, we hypothesized that increasing the dosage of topical minoxidil to low metabolizers would increase the number of responders without increasing the incidence of adverse events. In this study, we recruited FPHL subjects that were identified as non-responders to 5% topical minoxidil utilizing the previously validated assay for minoxidil response. Subjects were treated for 12 weeks with a novel 15% topical minoxidil solution. At 12 weeks, 60% of subjects achieved a clinically significant response based on target area hair counts (>13.7% from baseline), as well as significant improvement in global photographic assessment. None of the subjects experienced significant hemodynamic changes or any other adverse events. To the best of our knowledge, this is the first study to demonstrate the potentially beneficial effect of a higher dosage of minoxidil in FPHL subjects who fail to respond to 5% minoxidil. ",0
2571,2571,12407597,Alcohol use and hepatitis C,"Excess alcohol consumption can worsen the course and outcome of chronic hepatitis C. It is important to distinguish between alcohol abuse, which must be treated on its own merits, and the effect of alcohol use on progression, severity, and treatment of hepatitis C. Most studies on the effects of alcohol on hepatitis C have focused on patients with high levels of daily alcohol intake. Indeed, the adverse effects of light and moderate amounts of alcohol intake on hepatitis C virus (HCV) infection have not been clearly shown, and only limited studies have been performed. Sex differences exist in the effect of alcohol on fibrosis as well as on the severity of hepatitis C. Alcohol use has been reported to be associated with lower responses to therapy and, in some studies, higher HCV RNA levels and increased HCV quasi-species. Few studies address the treatment of hepatitis C in the alcoholic individual or determine the effect of continued light or moderate alcohol use on the outcome of treatment response. In summary, many critical questions remain regarding the interactions between alcohol and hepatitis C. Currently, the evidence from the literature shows that heavy alcohol intake worsens the outcome of HCV infection. The literature is inadequate to provide definitive recommendations regarding the effect of light to moderate alcohol use in patients with hepatitis C.",0
11348,11348,17682975,Inborn errors of bile acid metabolism,"""Bile acids are synthesized by the liver from cholesterol through a complex series of reactions involving at least 14 enzymatic steps. A failure to perform any of these reactions will block bile acid production with failure to produce """"normal bile acids"""" and, instead, result in the accumulation of unusual bile acids and intermediary metabolites. Failure to synthesize bile acids leads to reduced bile flow and decreased intraluminal solubilization of fat and fat-soluble vitamins. In some circumstances, the intermediates created because of blockade in the bile acid biosynthetic pathway may be toxic to hepatocytes. Nine recognized inborn errors of bile acid metabolism have been identified that lead to enzyme deficiencies and impaired bile acid synthesis in infants, children, and adults. Patients may present with neonatal cholestasis, neurologic disease, or fat and fat-soluble vitamin malabsorption. If untreated, progressive liver disease may develop or reduced intestinal bile acid concentrations may lead to serious morbidity or mortality. This review focuses on a description of the disorders of bile acid synthesis that are directly related to single defects in the metabolic pathway, their proposed pathogenesis, treatment, and prognosis.""",1
1550,1550,7687978,Levamisole and interferon in children with chronic hepatitis B,"To evaluate the possible usefulness of simultaneous administration of levamisole and interferon, we randomly allocated 38 children with chronic hepatitis B to receive either 10 MU/m2 interferon-alpha-2a, three times a week for 6 mo (group 1, n = 20) or 90 mg/m2 of levamisole for 45 days, together with 10 MU/m2 of interferon-alpha-2a, three times a week for 6 mo (group 2, n = 18). At the end of the follow-up period (15 mo), no significant differences were observed between the groups with respect to loss of hepatitis B virus DNA and HBeAg from serum and normalization of serum ALT levels. During therapy, a significant increase in the serum levels of ALT and soluble interleukin-2 receptor was observed in both groups but was higher in patients from group 2. The combination of levamisole with interferon was associated with severe side effects. In summary, the combination of levamisole with interferon in children with chronic hepatitis B does not improve the results obtained with interferon alone.",0
2295,2295,10423607,The prescription Drug User Fee Act of 1992 and the new drug development process,"The Prescription Drug User Fee Act of 1992 (PDUFA) authorizes the US Food and Drug Administration (FDA) to levy user fees on manufacturers who submit applications to the agency. Revenues are dedicated to the achievement of a set of specific performance goals, documented by the FDA Commissioner and referenced in the Act. The FDA currently credits PDUFA with the agency's success in reducing new drug review times and eliminating the formidable new drug application (NDA) backlog. To provide an independent assessment of PDUFA's impact on the new drug development process, the Tufts Center for the Study of Drug Development established an annual user fee survey of over 50 major pharmaceutical and biotechnology firms with operations in the United States. As of December 31, 1996, survey data have been collected for fiscal years 1994, 1995, and 1996. Data from a cohort of user fee drugs approved in 1993-1996 were compared with data from all non-user fee drugs approved in 1990-1992. Whereas the mean approval phase (NDA submission to approval) for the user fee drugs was considerably shorter than that for the non-user fee drugs (14.5 versus 31.0 months, respectively), the mean clinical phase (investigational new drug application filing to NDA submission) was somewhat longer (88.0 versus 81.1 months, respectively). As a result, the total time from the start of clinical testing to drug approval (total phase) was only marginally shorter for the user fee drugs (102.0 versus 112.1 months, respectively). These results highlight the need for efforts to reduce lengthy drug development times. ",0
